	   21.1177 .0079 .4522
       20.2512    .0079 .4522
       19.3303  .0395   .0752
       18.2515   .0054 .0216
       17.1793  .0004   .001
       15.8654    .0315   .0406
       14.5600   .0010   .0038
       13.1574  .041    .0126
       11.7628    .0274   .0803
       10.27130  .0421   .0478
        8.78690    .0326   .0381
        7.31360   .0293   .0556
        5.84520  .0197   .1057
        4.38050   .0640   .0159
         2.91880 .1046   .0108
         1.45890  .06   .0084
